flight_number,airline_code,origin_airport,destination_airport,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,delay_minutes,delay_reason,distance,weather_condition,day_of_week,month,is_delayed
AS485,AS,SEA,MIA,2025-06-05 22:58:00,2025-06-06 00:50:00,2025-06-06 05:51:00,2025-06-06 07:38:00,112,Weather,3261.8,Rain,3,6,1
B63505,B6,DEN,JFK,2025-01-16 06:15:00,2025-01-16 06:52:00,2025-01-16 10:33:00,2025-01-16 11:15:00,37,Weather,2132.5,Clear,3,1,1
VJ4826,VJ,DEN,SGN,2025-01-31 08:25:00,2025-01-31 09:08:00,2025-02-01 15:09:00,2025-02-01 15:50:00,43,Carrier Delay,14718.5,Clear,4,1,1
F91202,F9,SEA,SFO,2025-12-12 08:14:00,2025-12-12 08:14:00,2025-12-12 09:44:00,2025-12-12 09:46:00,0,,678.2,Clear,4,12,0
WN8584,WN,HAN,DAD,2025-12-12 16:26:00,2025-12-12 16:29:00,2025-12-12 17:26:00,2025-12-12 17:24:00,3,,393.5,Clear,4,12,0
UA3634,UA,SFO,MIA,2025-03-01 20:47:00,2025-03-01 20:47:00,2025-03-02 02:57:00,2025-03-02 02:59:00,0,,3016.8,Clear,5,3,0
WN6003,WN,SGN,LAX,2025-11-11 15:25:00,2025-11-11 15:25:00,2025-11-13 00:01:00,2025-11-12 23:57:00,0,,15610.9,Rain,1,11,0
B67923,B6,DFW,SFO,2025-02-06 07:25:00,2025-02-06 07:26:00,2025-02-06 11:09:00,2025-02-06 11:15:00,1,,1778.5,Cloudy,3,2,0
AA825,AA,DFW,LAX,2025-06-05 09:54:00,2025-06-05 09:57:00,2025-06-05 12:48:00,2025-06-05 12:56:00,3,,1476.1,Clear,3,6,0
B62197,B6,LAX,SEA,2025-03-10 12:34:00,2025-03-10 12:34:00,2025-03-10 14:27:00,2025-03-10 14:32:00,0,,970.1,Clear,0,3,0
VN7901,VN,SEA,SGN,2025-07-10 12:28:00,2025-07-10 12:54:00,2025-07-11 21:37:00,2025-07-11 22:08:00,26,Late Aircraft,15999.2,Snow,3,7,1
F9363,F9,DFW,ATL,2025-10-12 11:57:00,2025-10-12 11:57:00,2025-10-12 13:55:00,2025-10-12 13:58:00,0,,871.8,Cloudy,6,10,0
AA2367,AA,SEA,DFW,2025-09-06 06:54:00,2025-09-06 08:18:00,2025-09-06 11:00:00,2025-09-06 12:25:00,84,Weather,2011.9,Rain,5,9,1
VJ6199,VJ,DFW,MIA,2025-02-11 20:57:00,2025-02-11 21:58:00,2025-02-11 23:25:00,2025-02-12 00:27:00,61,Weather,1255.6,Rain,1,2,1
VN5447,VN,JFK,MIA,2025-10-01 20:44:00,2025-10-01 20:44:00,2025-10-01 23:05:00,2025-10-01 23:05:00,0,,1118.5,Clear,2,10,0
DL1716,DL,SEA,DEN,2025-12-31 14:57:00,2025-12-31 15:18:00,2025-12-31 17:46:00,2025-12-31 18:02:00,21,Late Aircraft,1324.8,Fog,2,12,1
F9763,F9,DEN,SFO,2025-02-08 17:32:00,2025-02-08 18:10:00,2025-02-08 20:11:00,2025-02-08 20:48:00,38,Security,1231.4,Fog,5,2,1
F92154,F9,JFK,MIA,2025-07-12 17:17:00,2025-07-12 17:18:00,2025-07-12 19:28:00,2025-07-12 19:34:00,1,,1118.5,Clear,5,7,0
VJ1674,VJ,SEA,DEN,2025-04-11 23:08:00,2025-04-11 23:08:00,2025-04-12 01:49:00,2025-04-12 01:49:00,0,,1324.8,Clear,4,4,0
WN5827,WN,ORD,MIA,2025-10-13 23:19:00,2025-10-13 23:24:00,2025-10-14 01:56:00,2025-10-14 01:56:00,5,,1233.9,Rain,0,10,0
F97938,F9,HAN,DEN,2025-04-15 18:24:00,2025-04-15 18:24:00,2025-04-17 00:46:00,2025-04-17 00:46:00,0,,14580.0,Clear,1,4,0
B65628,B6,ATL,BOS,2025-02-01 06:16:00,2025-02-01 06:40:00,2025-02-01 08:28:00,2025-02-01 08:57:00,24,National Aviation System,1104.4,Cloudy,5,2,1
B6807,B6,SEA,DEN,2025-01-16 23:24:00,2025-01-16 23:28:00,2025-01-17 02:14:00,2025-01-17 02:14:00,4,,1324.8,Cloudy,3,1,0
VN6047,VN,LAX,DFW,2025-06-03 07:37:00,2025-06-03 07:37:00,2025-06-03 10:31:00,2025-06-03 10:35:00,0,,1476.1,Fog,1,6,0
DL5099,DL,ATL,SFO,2025-11-04 13:24:00,2025-11-04 14:28:00,2025-11-04 18:59:00,2025-11-04 19:58:00,64,Weather,2633.0,Fog,1,11,1
VJ1951,VJ,DAD,DEN,2025-02-05 07:56:00,2025-02-05 07:56:00,2025-02-06 14:35:00,2025-02-06 14:30:00,0,,14779.9,Rain,2,2,0
AA9504,AA,JFK,SFO,2025-05-17 13:07:00,2025-05-17 13:07:00,2025-05-17 20:10:00,2025-05-17 20:08:00,0,,3359.9,Cloudy,5,5,0
F94447,F9,BOS,JFK,2025-11-05 16:38:00,2025-11-05 16:38:00,2025-11-05 17:38:00,2025-11-05 17:43:00,0,,225.0,Rain,2,11,0
F97085,F9,SFO,JFK,2025-09-10 12:19:00,2025-09-10 12:19:00,2025-09-10 19:08:00,2025-09-10 19:07:00,0,,3359.9,Cloudy,2,9,0
F93326,F9,DEN,JFK,2025-12-11 11:25:00,2025-12-11 11:50:00,2025-12-11 15:52:00,2025-12-11 16:18:00,25,Air Traffic Control,2132.5,Snow,3,12,1
AA2692,AA,MIA,LAX,2025-12-26 05:53:00,2025-12-26 05:54:00,2025-12-26 11:34:00,2025-12-26 11:37:00,1,,2689.7,Clear,4,12,0
UA9001,UA,SFO,DAD,2025-07-31 19:27:00,2025-07-31 20:39:00,2025-08-02 04:38:00,2025-08-02 05:52:00,72,National Aviation System,15979.4,Fog,3,7,1
AS1426,AS,DEN,HAN,2025-06-26 16:50:00,2025-06-26 16:52:00,2025-06-27 23:15:00,2025-06-27 23:17:00,2,,14580.0,Clear,3,6,0
UA3532,UA,DAD,SFO,2025-04-21 18:04:00,2025-04-21 19:01:00,2025-04-23 03:22:00,2025-04-23 04:23:00,57,Late Aircraft,15979.4,Clear,0,4,1
VN4217,VN,DAD,BOS,2025-03-31 14:02:00,2025-03-31 14:02:00,2025-04-01 16:14:00,2025-04-01 16:13:00,0,,12498.1,Clear,0,3,0
AS3800,AS,DEN,SFO,2025-09-17 08:24:00,2025-09-17 09:11:00,2025-09-17 11:06:00,2025-09-17 11:53:00,47,National Aviation System,1231.4,Fog,2,9,1
B67109,B6,JFK,HAN,2025-05-16 06:00:00,2025-05-16 06:00:00,2025-05-17 07:59:00,2025-05-17 07:56:00,0,,12463.6,Cloudy,4,5,0
B67260,B6,SEA,ATL,2025-03-20 08:50:00,2025-03-20 08:50:00,2025-03-20 14:44:00,2025-03-20 14:40:00,0,,2782.1,Snow,3,3,0
UA9473,UA,SGN,DEN,2025-11-21 16:36:00,2025-11-21 16:37:00,2025-11-22 23:07:00,2025-11-22 23:13:00,1,,14718.5,Clear,4,11,0
VN9959,VN,HAN,SGN,2025-02-05 06:05:00,2025-02-05 06:05:00,2025-02-05 07:29:00,2025-02-05 07:26:00,0,,720.1,Clear,2,2,0
VN5396,VN,DFW,JFK,2025-12-11 23:53:00,2025-12-11 23:53:00,2025-12-12 03:24:00,2025-12-12 03:22:00,0,,1691.6,Clear,3,12,0
F9714,F9,JFK,LAX,2025-07-18 11:28:00,2025-07-18 11:55:00,2025-07-18 18:04:00,2025-07-18 18:31:00,27,Weather,3114.0,Rain,4,7,1
F99942,F9,SEA,ATL,2025-03-17 12:54:00,2025-03-17 12:54:00,2025-03-17 18:51:00,2025-03-17 18:52:00,0,,2782.1,Clear,0,3,0
AA6294,AA,DFW,LAX,2025-05-10 18:26:00,2025-05-10 18:26:00,2025-05-10 21:33:00,2025-05-10 21:38:00,0,,1476.1,Clear,5,5,0
VJ7586,VJ,LAX,DFW,2025-09-18 13:57:00,2025-09-18 13:57:00,2025-09-18 16:57:00,2025-09-18 17:00:00,0,,1476.1,Cloudy,3,9,0
DL5009,DL,BOS,DFW,2025-04-24 17:21:00,2025-04-24 18:02:00,2025-04-24 21:22:00,2025-04-24 21:59:00,41,Carrier Delay,1911.2,Rain,3,4,1
AA3048,AA,LAX,MIA,2025-09-01 06:26:00,2025-09-01 06:26:00,2025-09-01 12:02:00,2025-09-01 12:07:00,0,,2689.7,Rain,0,9,0
VN9229,VN,DAD,LAX,2025-11-13 23:13:00,2025-11-14 00:00:00,2025-11-15 07:51:00,2025-11-15 08:39:00,47,Late Aircraft,15684.6,Clear,3,11,1
UA3036,UA,SGN,SEA,2025-04-09 20:22:00,2025-04-09 20:22:00,2025-04-11 05:38:00,2025-04-11 05:41:00,0,,15999.2,Clear,2,4,0
VJ3952,VJ,SFO,LAX,2025-10-27 20:40:00,2025-10-27 20:42:00,2025-10-27 21:40:00,2025-10-27 21:40:00,2,,373.5,Clear,0,10,0
AS1811,AS,HAN,DAD,2025-03-11 12:27:00,2025-03-11 13:21:00,2025-03-11 13:27:00,2025-03-11 14:24:00,54,National Aviation System,393.5,Cloudy,1,3,1
WN9670,WN,JFK,LAX,2025-05-15 05:25:00,2025-05-15 05:30:00,2025-05-15 12:03:00,2025-05-15 12:03:00,5,,3114.0,Cloudy,3,5,0
AA5389,AA,MIA,ATL,2025-09-19 17:29:00,2025-09-19 18:13:00,2025-09-19 18:52:00,2025-09-19 19:41:00,44,Late Aircraft,612.1,Cloudy,4,9,1
UA6672,UA,ORD,LAX,2025-01-28 16:52:00,2025-01-28 16:55:00,2025-01-28 21:28:00,2025-01-28 21:28:00,3,,2176.3,Rain,1,1,0
F99276,F9,DFW,DAD,2025-06-18 17:16:00,2025-06-18 17:46:00,2025-06-19 22:49:00,2025-06-19 23:17:00,30,Weather,14209.2,Snow,2,6,1
B69536,B6,DAD,SEA,2025-04-26 14:21:00,2025-04-26 14:21:00,2025-04-27 23:56:00,2025-04-27 23:53:00,0,,16052.0,Clear,5,4,0
VN576,VN,JFK,MIA,2025-02-13 23:29:00,2025-02-13 23:37:00,2025-02-14 01:58:00,2025-02-14 02:01:00,8,,1118.5,Snow,3,2,0
WN3426,WN,ORD,DFW,2025-06-16 06:57:00,2025-06-16 08:47:00,2025-06-16 08:39:00,2025-06-16 10:25:00,110,Weather,888.4,Rain,0,6,1
NK7691,NK,SEA,SGN,2025-08-16 11:53:00,2025-08-16 11:57:00,2025-08-17 21:11:00,2025-08-17 21:12:00,4,,15999.2,Cloudy,5,8,0
AS4076,AS,DAD,LAX,2025-12-29 09:57:00,2025-12-29 09:57:00,2025-12-30 18:30:00,2025-12-30 18:35:00,0,,15684.6,Clear,0,12,0
NK5398,NK,ATL,ORD,2025-07-21 06:42:00,2025-07-21 07:38:00,2025-07-21 07:50:00,2025-07-21 08:45:00,56,Security,623.1,Rain,0,7,1
UA4846,UA,JFK,MIA,2025-07-18 18:08:00,2025-07-18 18:40:00,2025-07-18 20:28:00,2025-07-18 21:02:00,32,National Aviation System,1118.5,Rain,4,7,1
UA3957,UA,BOS,JFK,2025-02-19 18:28:00,2025-02-19 20:05:00,2025-02-19 19:28:00,2025-02-19 21:05:00,97,Late Aircraft,225.0,Clear,2,2,1
AS1806,AS,LAX,DFW,2025-06-12 18:56:00,2025-06-12 18:56:00,2025-06-12 22:02:00,2025-06-12 22:07:00,0,,1476.1,Clear,3,6,0
B62647,B6,JFK,LAX,2025-08-05 19:00:00,2025-08-05 19:04:00,2025-08-06 01:37:00,2025-08-06 01:40:00,4,,3114.0,Snow,1,8,0
NK4385,NK,BOS,HAN,2025-10-24 13:05:00,2025-10-24 13:27:00,2025-10-25 14:46:00,2025-10-25 15:03:00,22,National Aviation System,12287.3,Rain,4,10,1
VJ788,VJ,DAD,ATL,2025-11-21 18:29:00,2025-11-21 18:42:00,2025-11-22 22:14:00,2025-11-22 22:23:00,13,,13346.6,Clear,4,11,0
VJ9583,VJ,BOS,JFK,2025-02-18 08:42:00,2025-02-18 09:33:00,2025-02-18 09:42:00,2025-02-18 10:29:00,51,Security,225.0,Rain,1,2,1
B61054,B6,BOS,MIA,2025-02-02 17:25:00,2025-02-02 18:25:00,2025-02-02 20:16:00,2025-02-02 21:15:00,60,Weather,1310.3,Snow,6,2,1
F9157,F9,DAD,BOS,2025-10-21 17:50:00,2025-10-21 17:50:00,2025-10-22 20:01:00,2025-10-22 19:57:00,0,,12498.1,Cloudy,1,10,0
F99414,F9,ORD,DFW,2025-05-10 21:09:00,2025-05-10 21:27:00,2025-05-10 22:58:00,2025-05-10 23:19:00,18,Late Aircraft,888.4,Snow,5,5,1
DL8968,DL,LAX,ORD,2025-09-18 11:36:00,2025-09-18 11:36:00,2025-09-18 16:07:00,2025-09-18 16:12:00,0,,2176.3,Clear,3,9,0
B69221,B6,DFW,SFO,2025-08-05 21:21:00,2025-08-05 23:57:00,2025-08-06 00:58:00,2025-08-06 03:32:00,156,Air Traffic Control,1778.5,Snow,1,8,1
AS9688,AS,ATL,DAD,2025-02-13 08:57:00,2025-02-13 09:01:00,2025-02-14 12:46:00,2025-02-14 12:45:00,4,,13346.6,Clear,3,2,0
NK2367,NK,ORD,SFO,2025-11-23 11:14:00,2025-11-23 11:19:00,2025-11-23 16:06:00,2025-11-23 16:10:00,5,,2397.4,Rain,6,11,0
B69248,B6,SEA,DAD,2025-08-02 10:23:00,2025-08-02 10:23:00,2025-08-03 19:55:00,2025-08-03 19:58:00,0,,16052.0,Clear,5,8,0
VJ8762,VJ,SGN,DFW,2025-11-28 18:01:00,2025-11-28 18:01:00,2025-11-29 23:21:00,2025-11-29 23:24:00,0,,14137.1,Clear,4,11,0
AA2737,AA,DAD,HAN,2025-12-06 06:09:00,2025-12-06 06:52:00,2025-12-06 07:09:00,2025-12-06 07:53:00,43,Security,393.5,Rain,5,12,1
B63720,B6,DEN,LAX,2025-04-07 21:59:00,2025-04-07 22:43:00,2025-04-08 00:04:00,2025-04-08 00:46:00,44,Security,1031.8,Cloudy,0,4,1
B6133,B6,MIA,ORD,2025-06-21 19:59:00,2025-06-21 21:16:00,2025-06-21 22:24:00,2025-06-21 23:38:00,77,Air Traffic Control,1233.9,Rain,5,6,1
AA7422,AA,DFW,SFO,2025-07-21 08:49:00,2025-07-21 08:49:00,2025-07-21 12:39:00,2025-07-21 12:35:00,0,,1778.5,Clear,0,7,0
UA2367,UA,SEA,HAN,2025-06-11 21:17:00,2025-06-11 21:18:00,2025-06-13 06:14:00,2025-06-13 06:19:00,1,,15843.7,Clear,2,6,0
DL320,DL,JFK,DFW,2025-11-11 15:52:00,2025-11-11 15:52:00,2025-11-11 19:27:00,2025-11-11 19:22:00,0,,1691.6,Cloudy,1,11,0
DL4243,DL,LAX,SEA,2025-07-27 19:21:00,2025-07-27 20:05:00,2025-07-27 21:14:00,2025-07-27 21:58:00,44,Carrier Delay,970.1,Snow,6,7,1
F96574,F9,MIA,SFO,2025-08-04 21:51:00,2025-08-04 21:51:00,2025-08-05 04:11:00,2025-08-05 04:10:00,0,,3016.8,Cloudy,0,8,0
NK9587,NK,ATL,JFK,2025-12-04 21:26:00,2025-12-04 21:51:00,2025-12-04 23:13:00,2025-12-04 23:42:00,25,Air Traffic Control,879.4,Clear,3,12,1
B67460,B6,DAD,DFW,2025-02-12 19:26:00,2025-02-12 19:32:00,2025-02-14 00:55:00,2025-02-14 01:05:00,6,,14209.2,Clear,2,2,0
NK1303,NK,HAN,ATL,2025-01-30 19:41:00,2025-01-30 19:41:00,2025-01-31 23:00:00,2025-01-31 23:04:00,0,,13154.1,Clear,3,1,0
B6527,B6,SGN,ORD,2025-11-11 22:29:00,2025-11-12 01:55:00,2025-11-13 02:57:00,2025-11-13 06:18:00,206,Air Traffic Control,13595.6,Rain,1,11,1
VJ5381,VJ,ATL,SFO,2025-04-24 11:09:00,2025-04-24 11:09:00,2025-04-24 16:38:00,2025-04-24 16:35:00,0,,2633.0,Rain,3,4,0
VN3438,VN,ORD,MIA,2025-03-18 18:47:00,2025-03-18 18:47:00,2025-03-18 21:12:00,2025-03-18 21:15:00,0,,1233.9,Clear,1,3,0
WN1187,WN,HAN,MIA,2025-09-29 08:48:00,2025-09-29 08:48:00,2025-09-30 11:30:00,2025-09-30 11:35:00,0,,12844.4,Clear,0,9,0
AS7913,AS,LAX,HAN,2025-04-06 08:40:00,2025-04-06 08:40:00,2025-04-07 16:46:00,2025-04-07 16:41:00,0,,15495.7,Rain,6,4,0
AS535,AS,ATL,MIA,2025-07-08 21:37:00,2025-07-08 21:42:00,2025-07-08 22:53:00,2025-07-08 22:53:00,5,,612.1,Cloudy,1,7,0
AA2778,AA,LAX,DAD,2025-05-14 10:14:00,2025-05-14 10:16:00,2025-05-15 18:55:00,2025-05-15 19:02:00,2,,15684.6,Cloudy,2,5,0
B61439,B6,DAD,SEA,2025-10-21 11:04:00,2025-10-21 11:05:00,2025-10-22 20:23:00,2025-10-22 20:22:00,1,,16052.0,Clear,1,10,0
B67188,B6,HAN,ORD,2025-11-13 22:54:00,2025-11-13 22:54:00,2025-11-15 02:56:00,2025-11-15 03:01:00,0,,13442.8,Clear,3,11,0
B61438,B6,SFO,BOS,2025-01-19 15:34:00,2025-01-19 15:37:00,2025-01-19 23:06:00,2025-01-19 23:12:00,3,,3559.6,Rain,6,1,0
WN7335,WN,LAX,MIA,2025-12-26 07:39:00,2025-12-26 07:47:00,2025-12-26 13:15:00,2025-12-26 13:21:00,8,,2689.7,Cloudy,4,12,0
AS2436,AS,DAD,MIA,2025-08-03 10:20:00,2025-08-03 10:20:00,2025-08-04 13:33:00,2025-08-04 13:36:00,0,,13023.0,Rain,6,8,0
VN124,VN,DFW,HAN,2025-09-15 18:37:00,2025-09-15 18:55:00,2025-09-16 23:59:00,2025-09-17 00:14:00,18,Late Aircraft,14019.6,Fog,0,9,1
VJ7562,VJ,BOS,ORD,2025-09-21 12:39:00,2025-09-21 12:39:00,2025-09-21 15:03:00,2025-09-21 15:06:00,0,,1166.3,Fog,6,9,0
DL6132,DL,SGN,BOS,2025-08-31 09:18:00,2025-08-31 09:23:00,2025-09-01 11:17:00,2025-09-01 11:24:00,5,,12450.4,Fog,6,8,0
B64012,B6,ORD,DEN,2025-06-09 17:47:00,2025-06-09 17:47:00,2025-06-09 20:16:00,2025-06-09 20:15:00,0,,1166.1,Rain,0,6,0
AS3459,AS,ORD,SEA,2025-08-29 08:13:00,2025-08-29 08:30:00,2025-08-29 13:03:00,2025-08-29 13:23:00,17,Air Traffic Control,2403.6,Snow,4,8,1
VN7210,VN,SGN,SFO,2025-07-10 05:43:00,2025-07-10 05:43:00,2025-07-11 14:52:00,2025-07-11 14:50:00,0,,15911.0,Snow,3,7,0
NK7866,NK,ATL,DEN,2025-09-13 23:29:00,2025-09-13 23:29:00,2025-09-14 02:27:00,2025-09-14 02:32:00,0,,1461.3,Cloudy,5,9,0
AA3800,AA,ORD,SGN,2025-07-11 17:05:00,2025-07-11 17:21:00,2025-07-12 21:34:00,2025-07-12 21:47:00,16,Security,13595.6,Clear,4,7,1
UA8936,UA,SGN,SEA,2025-08-27 14:06:00,2025-08-27 14:06:00,2025-08-28 23:28:00,2025-08-28 23:31:00,0,,15999.2,Cloudy,2,8,0
NK9620,NK,DFW,BOS,2025-02-08 23:08:00,2025-02-08 23:33:00,2025-02-09 03:11:00,2025-02-09 03:41:00,25,Security,1911.2,Clear,5,2,1
B63856,B6,ORD,SFO,2025-03-23 13:58:00,2025-03-23 13:58:00,2025-03-23 18:57:00,2025-03-23 18:59:00,0,,2397.4,Clear,6,3,0
B6764,B6,HAN,MIA,2025-01-10 05:08:00,2025-01-10 05:08:00,2025-01-11 07:58:00,2025-01-11 07:56:00,0,,12844.4,Cloudy,4,1,0
VJ2896,VJ,HAN,MIA,2025-05-27 08:31:00,2025-05-27 08:31:00,2025-05-28 11:25:00,2025-05-28 11:30:00,0,,12844.4,Snow,1,5,0
F94491,F9,MIA,SEA,2025-02-19 21:40:00,2025-02-19 21:46:00,2025-02-20 04:21:00,2025-02-20 04:22:00,6,,3261.8,Clear,2,2,0
F9694,F9,ORD,DFW,2025-05-24 07:20:00,2025-05-24 07:28:00,2025-05-24 09:11:00,2025-05-24 09:15:00,8,,888.4,Clear,5,5,0
B61593,B6,LAX,SEA,2025-12-09 15:03:00,2025-12-09 15:04:00,2025-12-09 17:05:00,2025-12-09 17:10:00,1,,970.1,Clear,1,12,0
VJ5422,VJ,DAD,BOS,2025-11-12 19:43:00,2025-11-12 19:45:00,2025-11-13 21:43:00,2025-11-13 21:47:00,2,,12498.1,Clear,2,11,0
WN8140,WN,JFK,HAN,2025-05-02 13:44:00,2025-05-02 13:52:00,2025-05-03 15:43:00,2025-05-03 15:50:00,8,,12463.6,Clear,4,5,0
VN9569,VN,MIA,DFW,2025-12-29 07:35:00,2025-12-29 07:35:00,2025-12-29 10:12:00,2025-12-29 10:11:00,0,,1255.6,Clear,0,12,0
DL489,DL,ORD,SGN,2025-08-16 10:04:00,2025-08-16 10:04:00,2025-08-17 14:25:00,2025-08-17 14:20:00,0,,13595.6,Clear,5,8,0
F91016,F9,ORD,SFO,2025-09-17 14:45:00,2025-09-17 14:47:00,2025-09-17 19:35:00,2025-09-17 19:34:00,2,,2397.4,Clear,2,9,0
AA6736,AA,HAN,SEA,2025-12-04 09:15:00,2025-12-04 09:15:00,2025-12-05 18:09:00,2025-12-05 18:05:00,0,,15843.7,Snow,3,12,0
VJ9136,VJ,LAX,HAN,2025-12-19 16:38:00,2025-12-19 16:58:00,2025-12-21 01:04:00,2025-12-21 01:22:00,20,Air Traffic Control,15495.7,Cloudy,4,12,1
VJ4502,VJ,DEN,DAD,2025-08-28 13:08:00,2025-08-28 13:35:00,2025-08-29 19:55:00,2025-08-29 20:21:00,27,Carrier Delay,14779.9,Fog,3,8,1
F96336,F9,SEA,HAN,2025-06-16 08:09:00,2025-06-16 08:10:00,2025-06-17 17:01:00,2025-06-17 16:57:00,1,,15843.7,Fog,0,6,0
VN1983,VN,SEA,DAD,2025-01-30 09:37:00,2025-01-30 09:43:00,2025-01-31 19:02:00,2025-01-31 19:12:00,6,,16052.0,Cloudy,3,1,0
NK7391,NK,SEA,DFW,2025-05-30 05:42:00,2025-05-30 05:44:00,2025-05-30 09:53:00,2025-05-30 09:50:00,2,,2011.9,Clear,4,5,0
AA1677,AA,DFW,SFO,2025-04-10 20:18:00,2025-04-10 20:26:00,2025-04-11 00:03:00,2025-04-11 00:12:00,8,,1778.5,Clear,3,4,0
F97733,F9,LAX,HAN,2025-02-04 14:06:00,2025-02-04 14:10:00,2025-02-05 22:25:00,2025-02-05 22:30:00,4,,15495.7,Clear,1,2,0
AS999,AS,SGN,BOS,2025-03-11 11:58:00,2025-03-11 12:29:00,2025-03-12 13:54:00,2025-03-12 14:24:00,31,Weather,12450.4,Rain,1,3,1
DL2244,DL,LAX,HAN,2025-06-07 18:54:00,2025-06-07 19:16:00,2025-06-09 03:10:00,2025-06-09 03:31:00,22,Security,15495.7,Clear,5,6,1
B62365,B6,ATL,SGN,2025-04-11 05:57:00,2025-04-11 08:11:00,2025-04-12 09:29:00,2025-04-12 11:45:00,134,Carrier Delay,13278.2,Snow,4,4,1
NK6451,NK,ATL,JFK,2025-06-19 12:37:00,2025-06-19 13:09:00,2025-06-19 14:28:00,2025-06-19 14:57:00,32,National Aviation System,879.4,Snow,3,6,1
B63006,B6,ATL,DFW,2025-05-04 13:40:00,2025-05-04 14:30:00,2025-05-04 15:21:00,2025-05-04 16:12:00,50,Weather,871.8,Snow,6,5,1
VN6493,VN,SEA,JFK,2025-10-27 20:42:00,2025-10-27 20:44:00,2025-10-28 03:50:00,2025-10-28 03:51:00,2,,3381.4,Clear,0,10,0
F98114,F9,SGN,LAX,2025-08-10 13:03:00,2025-08-10 13:03:00,2025-08-11 21:28:00,2025-08-11 21:32:00,0,,15610.9,Cloudy,6,8,0
AS4342,AS,HAN,ORD,2025-05-05 16:10:00,2025-05-05 17:58:00,2025-05-06 20:05:00,2025-05-06 21:48:00,108,Weather,13442.8,Snow,0,5,1
UA3063,UA,ATL,DFW,2025-08-16 17:51:00,2025-08-16 17:51:00,2025-08-16 19:40:00,2025-08-16 19:39:00,0,,871.8,Cloudy,5,8,0
VJ4908,VJ,ORD,BOS,2025-04-10 23:01:00,2025-04-10 23:05:00,2025-04-11 01:31:00,2025-04-11 01:40:00,4,,1166.3,Snow,3,4,0
UA6884,UA,ORD,SEA,2025-04-09 20:16:00,2025-04-09 20:21:00,2025-04-10 01:22:00,2025-04-10 01:32:00,5,,2403.6,Clear,2,4,0
F99815,F9,DEN,MIA,2025-01-25 17:21:00,2025-01-25 17:21:00,2025-01-25 21:29:00,2025-01-25 21:25:00,0,,1942.3,Cloudy,5,1,0
VJ783,VJ,MIA,BOS,2025-06-02 08:10:00,2025-06-02 08:10:00,2025-06-02 10:59:00,2025-06-02 11:04:00,0,,1310.3,Rain,0,6,0
VJ8176,VJ,BOS,DAD,2025-05-13 08:35:00,2025-05-13 08:35:00,2025-05-14 10:28:00,2025-05-14 10:25:00,0,,12498.1,Clear,1,5,0
NK9934,NK,MIA,DAD,2025-09-16 11:39:00,2025-09-16 11:39:00,2025-09-17 14:39:00,2025-09-17 14:35:00,0,,13023.0,Clear,1,9,0
VN6661,VN,JFK,SGN,2025-05-26 20:41:00,2025-05-26 20:41:00,2025-05-27 23:00:00,2025-05-27 22:58:00,0,,12618.6,Clear,0,5,0
B64133,B6,MIA,JFK,2025-02-27 18:56:00,2025-02-27 18:56:00,2025-02-27 21:07:00,2025-02-27 21:12:00,0,,1118.5,Cloudy,3,2,0
VJ3571,VJ,DEN,JFK,2025-03-27 17:54:00,2025-03-27 18:51:00,2025-03-27 22:14:00,2025-03-27 23:16:00,57,Late Aircraft,2132.5,Snow,3,3,1
AA4946,AA,MIA,LAX,2025-03-18 14:58:00,2025-03-18 15:01:00,2025-03-18 20:29:00,2025-03-18 20:34:00,3,,2689.7,Cloudy,1,3,0
DL3761,DL,MIA,SGN,2025-09-29 23:15:00,2025-09-29 23:18:00,2025-10-01 02:19:00,2025-10-01 02:19:00,3,,12940.1,Snow,0,9,0
UA3836,UA,DEN,ORD,2025-06-12 20:05:00,2025-06-12 20:06:00,2025-06-12 22:22:00,2025-06-12 22:25:00,1,,1166.1,Clear,3,6,0
AS2453,AS,ATL,ORD,2025-12-26 10:42:00,2025-12-26 10:42:00,2025-12-26 12:09:00,2025-12-26 12:05:00,0,,623.1,Clear,4,12,0
VJ6491,VJ,DEN,JFK,2025-05-28 09:41:00,2025-05-28 10:28:00,2025-05-28 14:03:00,2025-05-28 14:54:00,47,Weather,2132.5,Rain,2,5,1
AS6491,AS,BOS,SFO,2025-10-30 20:59:00,2025-10-30 21:35:00,2025-10-31 04:30:00,2025-10-31 05:05:00,36,Weather,3559.6,Snow,3,10,1
F91011,F9,HAN,DAD,2025-12-19 08:59:00,2025-12-19 08:59:00,2025-12-19 09:59:00,2025-12-19 09:56:00,0,,393.5,Fog,4,12,0
F92955,F9,SFO,SEA,2025-10-09 17:44:00,2025-10-09 17:49:00,2025-10-09 19:04:00,2025-10-09 19:06:00,5,,678.2,Cloudy,3,10,0
NK6134,NK,HAN,SEA,2025-01-24 05:50:00,2025-01-24 05:50:00,2025-01-25 14:58:00,2025-01-25 15:02:00,0,,15843.7,Clear,4,1,0
WN1298,WN,JFK,SEA,2025-04-15 13:41:00,2025-04-15 14:02:00,2025-04-15 20:40:00,2025-04-15 21:05:00,21,National Aviation System,3381.4,Fog,1,4,1
NK1135,NK,SEA,SGN,2025-07-17 22:18:00,2025-07-17 22:22:00,2025-07-19 07:44:00,2025-07-19 07:51:00,4,,15999.2,Fog,3,7,0
